BCUT2D_CHGLO,MolLogP,TPSA,ATSC6c,morgan228,morgan1119,AETA_beta_s,VSA_EState2,MinPartialCharge,ATSC4c,ATSC8c,PAMPA,ID
-2.757647545883238,1.8255999999999977,351.8499999999999,2.299100061630693,1,1,0.6222826086956522,196.2212646448952,-0.3907168980132304,-3.727898906520153,0.8789315278222561,-4.52,62
-2.756477705219724,0.7659000000000127,238.18,1.7242184591766447,1,2,0.6464285714285715,136.09037069518024,-0.3907167546307988,-2.22940096500464,0.0179661175384018,-4.96,63
-2.7578341526079133,2.7027999999999994,290.32,2.4873643291549627,1,4,0.6421052631578947,180.52534508940693,-0.3907167542839737,-2.80238240544513,-0.112679609920752,-4.64,64
-2.7592508020638555,3.244300000000009,299.11,2.2758191327353514,1,4,0.6328125,182.86375337326808,-0.3907167559645586,-2.9079388689444263,0.0131388129768504,-4.38,65
-2.758929454452577,3.2443000000000013,299.11,2.295018319954991,1,4,0.6328125,182.7526363893892,-0.3907167542821025,-2.9186928653659527,0.0213803481400622,-4.4,66
-2.7568301259447794,1.1081000000000143,229.39,1.6980152362769294,1,2,0.647887323943662,134.56883678042476,-0.3907167546307988,-2.170304850815649,-0.0584661571671352,-5.0,67
-2.757420378220655,2.134300000000014,229.39,1.596512969319586,1,3,0.6418918918918919,136.34279154611798,-0.3907167546307988,-2.113959955430224,0.0875838038290837,-4.77,68
-2.7574373756037174,1.6990000000000125,238.18,1.4870675416885053,1,3,0.6321428571428571,136.50969737933875,-0.3907167546430101,-2.1285965537914446,-0.0816625645716962,-4.48,69
-2.757149146900141,1.9419000000000155,246.97,1.6049270505741784,1,2,0.6301369863013698,140.48657512202303,-0.3907167546526268,-2.3646808362532985,0.0793693865956567,-4.51,70
-2.7568910565569884,1.9419000000000148,246.97,1.5626247952172554,1,2,0.6301369863013698,140.50536995120967,-0.3907167546526185,-2.3648085422606178,-0.0216058972649488,-4.6,71
-2.756903254721077,2.968100000000014,246.97,1.5046573139090342,1,3,0.625,142.56894175930597,-0.3907167546430184,-2.3024531629320686,0.0554689813334955,-4.47,72
-2.7579298851399177,3.160500000000016,229.39,1.5596608456176846,1,4,0.6363636363636364,138.3411711423861,-0.3907167529546644,-2.060960576119626,0.1513494464010729,-4.32,73
-2.757734550186912,1.6990000000000125,238.18,1.4611882467507449,1,3,0.6321428571428571,136.77157657754313,-0.3907167546377214,-2.137502853961231,-0.1524898098149556,-4.51,74
-2.757497826523816,0.8259000000000141,217.87,1.3187731857486948,1,2,0.6352459016393442,120.39630916937622,-0.3907168967006114,-1.9355038153324668,-0.1118277684333488,-4.8,75
-2.75752602392512,1.2160000000000135,217.87,1.3797417711519857,1,2,0.6330645161290323,120.8296107777306,-0.3907168967006114,-1.926878159359182,0.1014052612674459,-4.59,76
-2.7573810294907792,0.5783000000000134,217.87,1.416851961687482,1,2,0.6375,119.73191883151408,-0.3907167546442166,-2.017594589944069,-0.0185504977942122,-5.0,77
-2.7571980926766364,0.1898000000000135,217.87,1.464222956095355,1,2,0.6398305084745762,118.71094586363792,-0.3907168967006114,-1.973006391862285,-0.0108532429007406,-4.82,78
-2.757194327379014,0.3864000000000108,217.87,1.4173001669775518,1,2,0.6411290322580645,119.5527108356002,-0.3907167559485383,-1.9980469438752988,0.0096450213712978,-4.74,79
-2.705401553971845,0.5671999999999975,334.71,2.551109829413204,1,1,0.6373626373626373,185.11211928699728,-0.390716896700601,-2.857542792315233,-0.3224954572897489,-5.21,80
-2.7171339454650814,0.5627000000000001,296.37999999999994,2.3552753388753045,1,2,0.629746835443038,166.00026384169848,-0.3907167559664382,-2.407975919818238,-0.6081920220303763,-5.3,81
-2.7587672283524243,6.586400000000018,238.26,2.1641237633973303,0,2,0.625,155.7011627698828,-0.3442808778414074,-2.4695560193842723,0.2287014474988471,-6.07,82
-2.7587732762578128,6.586400000000018,238.26,2.141532419058198,0,2,0.625,156.12270315013242,-0.3442808778413991,-2.455698700346593,0.3177129443087118,-5.08,83
-2.758792546188505,6.895900000000021,238.26,2.1742304106023744,0,2,0.6236559139784946,155.4125258780666,-0.3442910383496441,-2.417857894693134,0.2447652493562241,-5.92,84
-2.758815072753991,6.50580000000002,238.26,2.181591686267772,0,2,0.625,155.72603648186978,-0.3442910370422722,-2.406638648008621,0.1115389609885146,-5.51,85
-2.7587733706792843,4.535500000000008,325.48,2.403902432048075,1,1,0.6262135922330098,189.2585087350729,-0.3907167640114726,-3.237762719532604,0.4588343872087128,-4.64,86
-2.7587732389457025,4.600200000000017,255.84,2.129051856011213,0,0,0.625,154.92441814172727,-0.3442910383539043,-2.727029277093448,0.6280041361823425,-4.46,87
-2.7587624772571657,4.975100000000015,238.26,2.1547859739521145,0,1,0.6294117647058823,151.6667184798279,-0.3442808778414074,-2.458444738570158,0.236754948050676,-4.47,88
-2.757784559062856,5.408600000000008,345.79,2.783285921051176,1,2,0.625,205.75151389676125,-0.3907167529546728,-3.433828993066056,0.4853759194479328,-5.26,89
-2.757806985061803,5.018500000000007,345.79,2.7906541961571376,1,2,0.6261261261261262,206.20799326666008,-0.3907167529546728,-3.422608236819562,0.3511715227979872,-4.89,90
-2.757807657124443,5.419300000000017,296.38,2.304633796718084,1,2,0.6237373737373737,175.33983871623622,-0.3907167529546728,-2.8674166673917894,0.4340244501492806,-5.62,91
-2.757800518063026,4.676300000000005,354.5799999999999,2.756131284825529,1,1,0.625,208.0729470343278,-0.390716896705587,-3.602773840334538,0.4112988455772677,-5.89,92
-2.757800012298366,4.688600000000014,305.17,2.043128037489563,1,1,0.6237113402061856,175.9346567940827,-0.3907169060753653,-2.9897242877664776,0.2928887116316457,-4.64,93
-2.767661522286483,2.5369999999999804,386.41,3.052354641188592,1,5,0.6359649122807017,235.27135257350312,-0.39071675596954,-3.907045120789347,0.7537229465399737,-5.2,94
-2.7103814145705205,4.0605000000000055,177.33,1.8026564974189725,0,2,0.6230769230769231,110.68144565798757,-0.3424920509335982,-2.1003760815438897,0.2533338530429144,-4.08,95
-2.707742358737283,3.814500000000005,177.33,1.8158986540655395,0,2,0.625,109.96855089574824,-0.3424920525454245,-2.12499160031854,0.2579054473771859,-4.19,96
-2.736564283962007,3.5743000000000054,159.67,1.3298468540610522,0,3,0.625,89.70782057099524,-0.5079666451555881,-1.5071100221592613,0.3218539575147866,-5.52,97
-2.6958325292478142,3.745000000000005,169.90999999999997,1.6352677090724643,0,0,0.6388888888888888,95.28434334788383,-0.3447976110715031,-1.765620279958752,0.1933938144957744,-5.33,98
-2.736564283962004,3.5743000000000054,159.67000000000002,1.3298468540610524,0,3,0.625,89.70782057099522,-0.5079666451555881,-1.5071100221592617,0.3218539575147866,-4.3,99
-2.716026897598215,2.692200000000005,159.67,1.3340980910706868,0,2,0.6394230769230769,89.14231972278935,-0.5079666451555881,-1.5027122098528878,0.2675347149735453,-5.17,100
-2.711847742963996,2.0078000000000027,177.25,1.297311201385298,0,0,0.635,92.20613750865188,-0.5079666451556014,-1.822016495916043,0.5356691529422773,-7.05,101
-2.716753673392857,2.547700000000005,186.04,1.271018400721635,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.7607116740250064,-6.96,102
-2.726514659837669,2.889900000000005,177.25,1.3212878885040702,0,1,0.6201923076923077,93.02964740322066,-0.5079666451556014,-1.8234240287862595,0.5672164993338034,-6.11,103
-2.7274021500929284,2.8899000000000035,177.25,1.320989250370986,0,1,0.6201923076923077,92.97508135121656,-0.5079666451556014,-1.823430154165276,0.5896573494370387,-6.12,104
-2.7178355874602658,2.8899000000000044,177.25,1.2718689359402358,0,1,0.6201923076923077,93.2867029321796,-0.5079666451555881,-1.82426254499409,0.660497387012129,-5.89,105
-2.735939938124703,3.2321000000000044,168.46,1.329553869386692,0,2,0.6226415094339622,91.19694882220034,-0.5079666451556014,-1.6661682700524425,0.3961703826303578,-6.02,106
-2.727434239751044,3.2321000000000053,168.46,1.3215785657747408,0,2,0.6226415094339622,91.60353568094116,-0.5079666451555881,-1.6643657882512524,0.4929178455822805,-5.82,107
-2.728072097106521,3.2321000000000053,168.45999999999998,1.3218420930882686,0,2,0.6226415094339622,91.59098782223369,-0.5079666451555881,-1.6643802860480823,0.4894252881732677,-5.88,108
-2.7324473010119013,3.232100000000006,168.46000000000004,1.3330134082912564,0,2,0.6226415094339622,91.36794256869624,-0.5079666451556014,-1.669178309860608,0.3459964016473099,-5.42,109
-2.730827706959046,2.692200000000005,159.67000000000002,1.3587565528225494,0,2,0.6394230769230769,89.01053409354758,-0.5079666451556014,-1.5078724978420488,0.1450301733414509,-5.95,110
-2.7360944974559014,3.5743000000000062,159.67,1.3551018198203129,0,3,0.625,89.57603494175348,-0.5079666451556014,-1.5123842647896388,0.1744155253395389,-5.73,111
-2.7360944974559063,3.5743000000000062,159.67000000000002,1.3551018198203135,0,3,0.625,89.57603494175348,-0.5079666451556014,-1.512384264789639,0.1744155253395389,-7.0,112
-2.7410331007025066,3.9165000000000063,150.88,1.2993053334670135,0,4,0.6272727272727273,87.74108101424862,-0.507966645155588,-1.355486863156142,0.1265560755834346,-5.82,113
-2.719071899957396,2.350000000000004,168.46,1.350744069205184,0,1,0.6372549019607843,90.77750835427486,-0.5079666451556014,-1.665144276601218,0.314446432886213,-6.54,114
-2.73244730101188,3.2321000000000053,168.46,1.3330134082912568,0,2,0.6226415094339622,91.36794256869624,-0.5079666451556014,-1.6691783098606083,0.3459964016473097,-6.17,115
-2.71675367339285,2.5477000000000034,186.04,1.2710184007216347,0,0,0.6176470588235294,94.60777993223688,-0.5079666451556014,-1.9833124057534943,0.7607116740250061,-6.23,116
-2.7360944974559063,3.5743000000000062,159.67000000000002,1.3551018198203135,0,3,0.625,89.57603494175348,-0.5079666451556014,-1.512384264789639,0.1744155253395389,-5.64,117
-2.685539161473521,0.3034000000000052,186.04,1.3760510134481656,0,0,0.6382978723404256,89.47548524690956,-0.5079666451556014,-2.078633569886963,0.7322606765854841,-8.0,118
-2.685539161473521,0.3034000000000052,186.04,1.3760510134481656,0,0,0.6382978723404256,89.47548524690956,-0.5079666451556014,-2.078633569886963,0.7322606765854841,-7.15,119
-2.685539161473521,0.3034000000000052,186.04,1.3760510134481656,0,0,0.6382978723404256,89.47548524690956,-0.5079666451556014,-2.078633569886963,0.7322606765854841,-8.0,120
-2.685539161473521,0.3034000000000052,186.04,1.3760510134481656,0,0,0.6382978723404256,89.47548524690956,-0.5079666451556014,-2.078633569886963,0.7322606765854841,-8.0,121
-2.685539161473521,0.3034000000000052,186.04,1.3760510134481656,0,0,0.6382978723404256,89.47548524690956,-0.5079666451556014,-2.078633569886963,0.7322606765854841,-7.52,122
-2.6906338020649785,1.330000000000005,159.67,1.4626643979590752,0,2,0.645,86.53782417318286,-0.5079666451555881,-1.5979984093353194,0.2412433951893624,-6.46,123
-2.7034220803473152,1.3300000000000058,159.67000000000002,1.510986234301383,0,1,0.645,86.36800453619429,-0.5079666451556014,-1.6052412522223083,0.0969229632092084,-7.15,124
-2.726892961902649,2.212100000000005,159.67000000000002,1.4762662730689198,0,2,0.6298076923076923,87.00182587869065,-0.5079666451556014,-1.6090590422425348,0.1373721269624755,-6.03,125
-2.686416627205804,0.9878000000000048,168.45999999999998,1.4835671903940038,0,0,0.6428571428571429,87.69351598381897,-0.5079666451556014,-1.7589772066112388,0.2831795255018524,-7.52,126
-2.686416627205804,0.9878000000000048,168.45999999999998,1.4835671903940038,0,0,0.6428571428571429,87.69351598381897,-0.5079666451556014,-1.7589772066112388,0.2831795255018524,-6.85,127
-2.7056354390136543,2.014000000000004,168.45999999999998,1.4097549387480626,0,1,0.6346153846153846,89.33468124674013,-0.5079666451556014,-1.7042202118365115,0.3327099431754234,-7.0,128
-2.727276694485435,3.4287000000000054,168.45999999999998,1.3607489920691451,0,2,0.625,92.0712088731772,-0.5079666451556014,-1.698098271533385,0.3538137579604136,-6.39,129
-2.682127217115544,0.7897000000000052,177.25,1.3940246439980235,0,0,0.6479591836734694,89.59430249257733,-0.5079666451556014,-1.8703010226382428,0.4735134221928612,-8.0,130
-2.677055550917013,-1.013499999999992,165.81,1.4702763122794746,0,1,0.6474358974358975,85.60244122222531,-0.3452522979099425,-2.047555311114325,0.5938498933668406,-6.89,131
-2.680512191654088,-0.624999999999992,165.81,1.486117538091333,0,1,0.64375,86.81929633898505,-0.3452458264428978,-2.074263020837396,0.5674328851124142,-8.06,132
-2.680376309820156,-0.6249999999999911,165.81,1.4998618323000266,0,1,0.64375,86.77666970155322,-0.345252296537877,-2.07454123727305,0.58854153490141,-7.13,133
-2.683686606128389,-0.2364999999999912,165.81,1.515333594039218,0,1,0.6402439024390244,87.99352481831296,-0.3428065210467826,-2.101239699181949,0.5713651771393768,-7.33,134
-2.7029992929997544,2.012500000000006,165.81,1.4575420736314384,0,1,0.625,92.9610234612233,-0.3427878401268143,-2.037440685120464,0.6221526431307783,-4.94,135
-2.708683347503664,0.3673000000000086,148.67000000000002,1.7950847891873825,0,1,0.6511627906976745,83.69756082365322,-0.3828507601686106,-1.656044680495229,-0.1381646062403378,-7.13,136
-2.712751427136193,1.911100000000005,139.44,1.396407378058325,0,1,0.6363636363636364,84.24502861317583,-0.3430436863735486,-1.5793843713586055,0.1513456076767307,-5.32,137
-2.7076251760278693,1.921100000000004,139.44,1.5488970137744782,0,1,0.6413043478260869,85.13316536593557,-0.3430434814250695,-1.6374447545325128,0.0520562995391199,-5.45,138
-2.818844864416387,2.301200000000005,139.44,1.4966221462789473,0,1,0.6413043478260869,85.13839080715985,-0.3430436848126033,-1.6027470552495946,0.0640627141067151,-5.04,139
-2.7128344600696908,1.393500000000008,148.67000000000002,1.7415651559354588,0,1,0.6413043478260869,85.35529720807855,-0.3828507601623673,-1.6117316361743446,-0.0340932064188675,-5.55,140
-2.708817529682773,1.3586000000000058,152.33,1.3295878347047525,0,1,0.648936170212766,88.01613597554632,-0.3430436847095943,-1.5794240419675665,0.2950878239996288,-7.4,141
-2.719689332697398,2.937300000000006,139.44,1.3551927429821125,0,1,0.6276595744680851,85.90276499760114,-0.3427478983077404,-1.5355082811460818,0.2150165364023091,-4.94,142
-2.710073785207852,2.3537000000000043,139.44,1.3645794989233913,0,1,0.6354166666666666,85.2075145030553,-0.3430436863672385,-1.5876942809869037,0.2564444118008072,-5.16,143
-2.708420653581681,1.799900000000005,148.67000000000002,1.861488582525734,0,1,0.6458333333333334,84.95020448678673,-0.4917525338185986,-1.7523858451917114,0.0547294255727453,-5.46,144
-2.7099442644925977,1.0872000000000082,157.26,1.504505734854478,0,1,0.6510416666666666,85.10904961902122,-0.3430436863672383,-1.5578054012941278,0.0118618334690746,-7.33,145
-2.71104485960277,0.7334000000000083,159.75,1.445000445645647,0,1,0.65625,96.88940703851172,-0.3430436863347877,-1.521666688757258,-0.2255012095595133,-8.28,146
-2.7108166543743897,2.9473000000000047,139.44,1.5030332180126753,0,1,0.6326530612244898,86.79090175036089,-0.3427476931150339,-1.593470704495466,0.1303915457690874,-4.99,147
-2.708830135395864,1.5901000000000076,148.67000000000002,1.7675157536812796,0,1,0.6428571428571429,86.23500672873486,-0.3828507601557199,-1.642816001399946,-0.0705820545722987,-5.4,148
-2.8197923661768924,3.327400000000005,139.44,1.453385921296163,0,1,0.6326530612244898,86.79612719158517,-0.3427478967448603,-1.558830029604587,0.1368378793314488,-5.17,149
-2.771453030062716,2.1737000000000064,148.67000000000002,1.3943678898384904,0,1,0.6428571428571429,86.62874828038409,-0.3814283005900991,-1.5850841614887583,0.4319822027658797,-5.75,150
-2.71303884411836,3.133900000000007,139.44,1.3872990251701,0,1,0.63,86.78247451825744,-0.3425066894449847,-1.567473913416977,0.1811795632783713,-5.1,151
-2.713096075981962,2.3848000000000056,152.33,1.28669206695703,0,1,0.64,89.64043572085315,-0.3427478966417232,-1.5354143932430346,0.3587014479731546,-6.14,152
-2.715414824984912,3.379900000000005,139.44,1.3234952407234948,0,1,0.6274509803921569,86.86525088748061,-0.3427478983014224,-1.5437937039256504,0.3152828573437067,-5.11,153
-2.712333237922625,2.8261000000000047,148.67000000000002,1.803312365119672,0,1,0.6372549019607843,86.60794087121207,-0.4917525338122266,-1.707872635885671,0.1646286826905036,-5.19,154
-2.715184549737802,2.1134000000000075,157.26,1.4636335615438116,0,1,0.6421568627450981,86.76678600344653,-0.3427478983014222,-1.5139031192032766,0.0700796894679477,-6.0,155
-2.7077368552941814,3.143900000000003,139.44,1.5313443316937332,0,1,0.6346153846153846,87.6706112710172,-0.3425066894449728,-1.6247776346838925,0.1004885096895986,-5.16,156
-2.717042094587534,1.7596000000000076,159.75,1.40300290267468,0,1,0.6470588235294118,98.62542704135176,-0.3427478982689305,-1.4776941074702594,-0.1485693009912713,-7.02,157
