BCUT2D_CHGLO,MolLogP,ATSC3c,VSA_EState2,ATSC0c,ATS8s,AATSC7p,SRW05,fr_NH0,GATS4c,morgan688,morgan799,PAMPA,ID
-2.7028060697605296,1.816300000000005,1.5037730515456644,86.44328710134123,1.7380344401317112,1632.8055555555557,-0.0124823172140669,2.3978952727983707,4,1.651076858531194,0,0,-5.08,11
-2.7060735903995528,2.2064000000000057,1.5147330202219975,87.08599154875813,1.7432732759128502,1699.638888888889,-0.0151121604116438,2.3978952727983707,4,1.6922294566716034,0,0,-4.87,12
-2.7204717754364003,2.8425000000000056,1.477054823820354,88.04837497855445,1.7516408078784529,1779.8611111111109,-0.0070849323064894,2.3978952727983707,4,1.6563757330764128,0,0,-5.03,13
-2.724619273046604,2.8425000000000056,1.476613963949973,87.99851855739324,1.7516438105428995,1799.194444444444,-0.014915438217059,2.3978952727983707,4,1.65731781036419,0,0,-5.16,14
-2.724439315438559,3.232600000000006,1.4875947990529683,88.67081100954832,1.7568822568662086,1846.6944444444448,-0.0071116414784819,2.3978952727983707,4,1.6976048469602305,0,0,-5.36,15
-2.736567019676498,3.868700000000007,1.4499126350149376,89.60360643460649,1.765250192327336,1943.5833333333333,-0.0081971344576254,2.3978952727983707,4,1.6661337194390295,0,0,-6.16,16
-2.8306190092937924,4.691100000000006,1.4850892171207646,90.27170056209611,1.7698977558929887,1948.4444444444448,-0.0055538882920004,2.3978952727983707,4,1.6343181517363576,0,0,-7.31,17
-2.720467805493908,2.5481000000000043,1.470152811803936,88.15258911494321,2.094354340583445,1845.805555555556,-0.0067231318678752,2.3978952727983707,4,1.463559658871938,0,0,-5.26,18
-2.6903727232015395,0.7897000000000056,1.434743153314102,90.05203681308572,1.8157049118389736,1443.7222222222215,0.0009203666552939,2.3978952727983707,1,1.684517847653236,0,0,-6.14,19
-2.7167565652138146,2.8421000000000047,1.3867642988594644,94.47757936285448,1.842871151533288,1733.249999999999,-0.0035207100857123,2.3978952727983707,1,1.6842832582567837,0,0,-4.99,20
-2.731011459726742,2.8425000000000065,1.4742847506195391,87.94587005018117,1.7516640276048578,1779.194444444444,-0.0039949595297078,2.3978952727983707,4,1.6529021050422177,0,0,-5.03,21
-2.733347536872668,2.8425000000000056,1.4742644388150894,87.94587005018117,1.751663756733887,1772.8611111111106,-0.0030632994289351,2.3978952727983707,4,1.6527948733020434,0,0,-5.0,22
-2.716030236035792,2.9866000000000064,1.436132955909743,89.03810558640059,1.7510762068917405,1797.2777777777771,-0.0055035221114274,3.044522437723423,4,1.6678181779205474,0,0,-4.99,23
-2.722014991227238,2.8899000000000044,1.4019897957089082,93.14607509771248,2.159707472487994,1869.111111111111,-0.0022836093050535,2.3978952727983707,2,1.4869946824750548,0,0,-6.22,24
-2.718587641911889,3.771000000000007,0.9673577916668894,93.1014247966208,1.835603914043992,1771.055555555556,-0.0116991958035415,2.3978952727983707,2,1.5380618912782984,0,0,-5.12,25
-2.7068123250822977,3.771000000000005,0.9675125357678224,93.22553127484662,1.8356039115718488,1755.6388888888887,0.0013914308964827,2.3978952727983707,2,1.5377039676018311,0,0,-5.32,26
-2.715262148211792,3.771000000000009,0.9776565974526557,93.21072585098906,1.835472501580009,1781.3055555555554,0.0010202303821831,2.3978952727983707,2,1.5493448940016326,0,1,-5.92,27
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.77,28
-2.7185876419118964,3.771000000000005,0.9673577916668896,93.10142479662082,1.835603914043992,1771.055555555556,-0.0116991958035415,2.3978952727983707,2,1.5380618912782988,0,0,-5.48,29
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.6,30
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.07,31
-2.706812325082286,3.771000000000005,0.9675125357678228,93.2255312748466,1.8356039115718497,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.537703967601831,0,0,-5.38,32
-2.7152621482118016,3.771000000000004,0.977656597452656,93.21072585098906,1.835472501580009,1781.3055555555554,0.0010202303821831,2.3978952727983707,2,1.5493448940016326,0,1,-5.17,33
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.36,34
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.27,35
-2.7152621482118007,3.771000000000007,0.9776565974526557,93.21072585098908,1.8354725015800093,1781.3055555555552,0.0010202303821831,2.3978952727983707,2,1.5493448940016323,0,1,-5.26,36
-2.706812325082286,3.771000000000005,0.9675125357678228,93.2255312748466,1.8356039115718497,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.537703967601831,0,0,-5.12,37
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.39,38
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.18,39
-2.7152621482118007,3.771000000000007,0.9776565974526557,93.21072585098908,1.8354725015800093,1781.3055555555552,0.0010202303821831,2.3978952727983707,2,1.5493448940016323,0,1,-5.39,40
-2.71563376686762,4.113200000000008,0.999613693471332,91.68945278991907,1.809594049408635,1836.4722222222224,0.0066616597477948,2.3978952727983707,3,1.5423177361193678,0,1,-5.09,41
-2.719592974841776,4.113200000000006,0.9893160438941192,91.53813354225429,1.809725462088889,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.5310231470071003,0,0,-5.1,42
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.29,43
-2.715633766867616,4.113200000000005,0.999613693471332,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193674,0,1,-5.0,44
-2.719592974841782,4.113200000000005,0.9893160438941192,91.53813354225429,1.8097254620888887,1824.2222222222213,-0.0051295642637377,2.3978952727983707,3,1.5310231470071,0,0,-5.35,45
-2.71563376686762,4.113200000000008,0.999613693471332,91.68945278991907,1.809594049408635,1836.4722222222224,0.0066616597477948,2.3978952727983707,3,1.5423177361193678,0,1,-5.11,46
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.32,47
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.34,48
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.31,49
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.5,50
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.21,51
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.09,52
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.31,53
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.32,54
-2.727951596059795,4.455400000000005,1.0208548112519915,89.80205505732678,1.783717883932204,1905.055555555555,0.002356181471916,2.3978952727983707,4,1.5380783081607603,0,1,-5.24,55
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.38,56
-2.727951596059795,4.455400000000005,1.0208548112519915,89.80205505732678,1.783717883932204,1905.055555555555,0.002356181471916,2.3978952727983707,4,1.5380783081607603,0,1,-5.21,57
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.53,58
-2.7050185744039443,4.357700000000006,0.5381345671441234,93.6655192983608,1.854062828220633,1730.4999999999998,0.007599078616882,2.3978952727983707,2,1.4044931963896743,0,1,-5.55,59
-2.705018574403961,4.357700000000005,0.5381345671441234,93.66551929836078,1.8540628282206328,1730.5000000000005,0.007599078616882,2.3978952727983707,2,1.4044931963896752,0,1,-5.63,60
-2.705018574403961,4.357700000000005,0.5381345671441234,93.66551929836078,1.8540628282206328,1730.5000000000005,0.007599078616882,2.3978952727983707,2,1.4044931963896752,0,1,-5.54,61
-2.705018574403961,4.357700000000005,0.5381345671441234,93.66551929836078,1.8540628282206328,1730.5000000000005,0.007599078616882,2.3978952727983707,2,1.4044931963896752,0,1,-5.37,62
-2.718587641911889,3.771000000000007,0.9673577916668894,93.1014247966208,1.835603914043992,1771.055555555556,-0.0116991958035415,2.3978952727983707,2,1.5380618912782984,0,0,-5.26,63
-2.7068123250822977,3.771000000000005,0.9675125357678224,93.22553127484662,1.8356039115718488,1755.6388888888887,0.0013914308964827,2.3978952727983707,2,1.5377039676018311,0,0,-5.36,64
-2.715262148211792,3.771000000000009,0.9776565974526557,93.21072585098906,1.835472501580009,1781.3055555555554,0.0010202303821831,2.3978952727983707,2,1.5493448940016326,0,1,-5.19,65
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.49,66
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.13,67
-2.7185876419118964,3.771000000000005,0.9673577916668896,93.10142479662082,1.835603914043992,1771.055555555556,-0.0116991958035415,2.3978952727983707,2,1.5380618912782988,0,0,-5.33,68
-2.706812325082286,3.771000000000005,0.9675125357678228,93.2255312748466,1.8356039115718497,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.537703967601831,0,0,-5.65,69
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-4.97,70
-2.7152621482118016,3.771000000000004,0.977656597452656,93.21072585098906,1.835472501580009,1781.3055555555554,0.0010202303821831,2.3978952727983707,2,1.5493448940016326,0,1,-5.37,71
-2.7185876419118964,3.771000000000005,0.9673577916668896,93.10142479662082,1.835603914043992,1771.055555555556,-0.0116991958035415,2.3978952727983707,2,1.5380618912782988,0,0,-6.17,72
-2.706812325082286,3.771000000000005,0.9675125357678228,93.2255312748466,1.8356039115718497,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.537703967601831,0,0,-5.7,73
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.54,74
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.16,75
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.05,76
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.41,77
-2.7152621482118007,3.771000000000007,0.9776565974526557,93.21072585098908,1.8354725015800093,1781.3055555555552,0.0010202303821831,2.3978952727983707,2,1.5493448940016323,0,1,-5.67,78
-2.7185876419119035,3.771000000000007,0.9673577916668896,93.10142479662082,1.8356039140439924,1771.0555555555552,-0.0116991958035415,2.3978952727983707,2,1.5380618912782986,0,0,-5.58,79
-2.7068123250823044,3.771000000000004,0.9675125357678224,93.2255312748466,1.83560391157185,1755.638888888889,0.0013914308964827,2.3978952727983707,2,1.5377039676018305,0,0,-5.67,80
-2.7152621482118007,3.771000000000007,0.9776565974526557,93.21072585098908,1.8354725015800093,1781.3055555555552,0.0010202303821831,2.3978952727983707,2,1.5493448940016323,0,1,-5.74,81
-2.719592974841776,4.113200000000006,0.9893160438941192,91.53813354225429,1.809725462088889,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.5310231470071003,0,0,-5.13,82
-2.727558592851376,4.113200000000007,0.9988965589143928,91.42836284061892,1.8095963358873075,1851.8888888888887,-0.0029503370558112,2.3978952727983707,3,1.543540167052294,0,1,-5.22,83
-2.71563376686762,4.113200000000008,0.999613693471332,91.68945278991907,1.809594049408635,1836.4722222222224,0.0066616597477948,2.3978952727983707,3,1.5423177361193678,0,1,-5.11,84
-2.719592974841782,4.113200000000005,0.9893160438941192,91.53813354225429,1.8097254620888887,1824.2222222222213,-0.0051295642637377,2.3978952727983707,3,1.5310231470071,0,0,-5.33,85
-2.727558592851376,4.113200000000007,0.9988965589143928,91.42836284061892,1.8095963358873075,1851.8888888888887,-0.0029503370558112,2.3978952727983707,3,1.543540167052294,0,1,-5.21,86
-2.715633766867616,4.113200000000005,0.999613693471332,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193674,0,1,-5.16,87
-2.71563376686762,4.113200000000008,0.999613693471332,91.68945278991907,1.809594049408635,1836.4722222222224,0.0066616597477948,2.3978952727983707,3,1.5423177361193678,0,1,-5.11,88
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.19,89
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.24,90
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.02,91
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.22,92
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.1,93
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.26,94
-2.719592974841781,4.113200000000005,0.9893160438941192,91.53813354225426,1.8097254620888887,1824.2222222222224,-0.0051295642637377,2.3978952727983707,3,1.531023147007101,0,0,-5.14,95
-2.7156337668676302,4.113200000000005,0.9996136934713324,91.6894527899191,1.809594049408636,1836.4722222222213,0.0066616597477948,2.3978952727983707,3,1.5423177361193676,0,1,-5.18,96
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.16,97
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.25,98
-2.727951596059815,4.455400000000007,1.020854811251991,89.8020550573268,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.29,99
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.19,100
-2.727951596059792,4.455400000000008,1.020854811251991,89.80205505732678,1.7837178839322043,1905.055555555556,0.002356181471916,2.3978952727983707,4,1.53807830816076,0,1,-5.29,101
-2.7050185744039443,4.357700000000006,0.5381345671441234,93.6655192983608,1.854062828220633,1730.4999999999998,0.007599078616882,2.3978952727983707,2,1.4044931963896743,0,1,-5.88,102
-2.705018574403961,4.357700000000005,0.5381345671441234,93.66551929836078,1.8540628282206328,1730.5000000000005,0.007599078616882,2.3978952727983707,2,1.4044931963896752,0,1,-5.68,103
-2.705018574403961,4.357700000000005,0.5381345671441234,93.66551929836078,1.8540628282206328,1730.5000000000005,0.007599078616882,2.3978952727983707,2,1.4044931963896752,0,1,-5.61,104
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-6.02,105
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.76,106
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.07,107
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.3,108
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.21,109
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.47,110
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.19,111
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.3,112
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.02,113
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.68,114
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.22,115
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.29,116
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.15,117
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.0,118
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-4.8,119
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.21,120
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.16,121
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-5.1,122
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-5.16,123
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.89,124
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.96,125
-2.721915374404149,3.2342000000000075,1.4273537780165648,88.05754333244167,1.756124989001804,1801.5833333333333,-0.0101456267713348,2.3978952727983707,4,1.666450427228876,0,0,-4.86,126
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.83,127
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.98,128
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-5.05,129
-2.721915374404149,3.2342000000000075,1.4273537780165648,88.05754333244167,1.756124989001804,1801.5833333333333,-0.0101456267713348,2.3978952727983707,4,1.666450427228876,0,0,-5.01,130
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.96,131
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.95,132
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-4.89,133
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-4.96,134
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-4.93,135
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-4.92,136
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.85,137
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.0,138
-2.719570645787133,2.8920000000000066,1.4053941686253792,89.66175999329644,1.7820034407323648,1750.8333333333328,-0.0168135064590589,2.3978952727983707,3,1.6743372254538182,0,0,-5.2,139
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-4.99,140
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-4.93,141
-2.711763588352711,2.8920000000000066,1.4054939037541103,89.77091096873332,1.7820033768918258,1735.5833333333328,-0.0024355870302192,2.3978952727983707,3,1.673968987787037,0,0,-5.03,142
-2.716067705996699,2.8920000000000075,1.407491224374,89.71841519408046,1.7819830048234735,1750.9999999999995,-0.0058933484786417,2.3978952727983707,3,1.6775225949558088,0,1,-5.4,143
-2.721915374404149,3.2342000000000075,1.4273537780165648,88.05754333244167,1.756124989001804,1801.5833333333333,-0.0101456267713348,2.3978952727983707,4,1.666450427228876,0,0,-4.83,144
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.82,145
-2.721915374404149,3.2342000000000075,1.4273537780165648,88.05754333244167,1.756124989001804,1801.5833333333333,-0.0101456267713348,2.3978952727983707,4,1.666450427228876,0,0,-4.92,146
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.82,147
-2.718698174201392,3.2342000000000075,1.42944967766218,88.1562167265223,1.7561045528766428,1803.75,-3.574101563727128e-05,2.3978952727983707,4,1.6696386660594529,0,1,-4.82,148
-2.721915374404149,3.2342000000000075,1.4273537780165648,88.05754333244167,1.756124989001804,1801.5833333333333,-0.0101456267713348,2.3978952727983707,4,1.666450427228876,0,0,-4.76,149
