ATSC0se,Chi0n,AATS0i,morgan66,morgan131,AATSC0d,fr_halogen,AATS8m,BalabanJ,ATSC7p,morgan1952,AATSC0m,MaxAbsPartialCharge,TSRW10,Caco2,ID
16.993567429951685,154.96000368550278,165.90113499486247,0,0,0.6166771686620457,1,52.99598331697742,2.977313273476676,2.965550238705049,0,39.6161888501482,0.4908357537937401,141.34797506140814,-5.89,22
15.734964401913867,157.6737909220297,165.88263895923393,1,0,0.5943545248506216,0,50.300229808406655,2.9670704425893883,0.2490347722803673,0,35.46950896568302,0.3907167559614536,140.2152958251586,-5.82,23
15.734964401913873,157.6737909220297,165.88263895923393,1,0,0.6039239028410522,0,49.61041889468599,2.9890623037430544,-1.3237887379498186,0,35.46950896568302,0.3907167559564689,140.26967665240636,-5.82,24
16.70177088584474,165.58203921249356,165.9580447885748,1,0,0.6061174704447364,0,52.19150636631778,3.048980801368038,4.955065949354471,0,35.508592108004414,0.3907167559614536,144.4328194375713,-5.96,25
16.701771927272723,166.08203921249356,165.7800280217631,0,0,0.6133057851239669,0,52.71482598908099,2.687328214062217,3.039622275155051,0,35.482266721983464,0.3907167559614536,159.18865465751406,-5.68,26
16.701771927272723,166.08203921249356,165.7800280217631,0,0,0.6133057851239669,0,52.71482598908099,2.687328214062217,3.039622275155051,0,35.482266721983464,0.3907167559614536,159.18865465751406,-5.74,27
13.39821858064516,140.46286715010206,165.4275082168489,0,0,0.5938258758237948,0,49.41917366735324,2.972878054767765,-3.396127213379583,0,35.19482296450457,0.3907167546307905,128.67030307708316,-5.77,28
16.70177088584474,165.58203921249356,165.9580447885748,0,0,0.6152498905360606,0,52.31966642778288,3.0984132547456507,7.338614073889264,0,35.508592108004414,0.3907167559561568,144.4851833056434,-5.8,29
13.39821858064516,140.46286715010206,165.4275082168489,0,0,0.6045785639958378,0,51.04994039387755,3.030611090603357,0.6780344399987397,0,35.19482296450457,0.3907167546307905,128.73962085411844,-5.85,30
16.74940021621621,168.08203921249356,165.9524390488125,0,0,0.6103400697995293,0,51.98322086768678,3.122508224327728,2.85401079611375,0,35.43900302410518,0.3907167559614536,145.50322173864535,-5.92,31
16.653257703703694,163.08203921249356,165.9638062433305,0,0,0.611025377229081,0,52.26873109689559,3.051564863052308,1.8841337385321395,0,35.57878110382372,0.3907167559614536,143.39645926477928,-5.96,32
15.829446437209295,162.6737909220297,165.87316680352038,0,0,0.6034396971335858,0,50.58059116029144,3.0797326126344724,1.3327699109931117,0,35.32910871247161,0.3907167559614536,142.36078088211528,-5.96,33
13.39821858064516,140.46286715010206,165.4275082168489,0,0,0.6045785639958378,0,50.39866808924949,3.026073312768187,-1.6601080464416835,0,35.19482296450457,0.3907167546307905,128.73962085411844,-5.96,34
15.920515221719452,167.6737909220297,165.86420897300397,0,0,0.5938862840646179,0,49.632520332467536,3.1315171134707223,-5.5896389355182965,0,35.19112089191458,0.3907167559561568,144.4178664842634,-6.0,35
16.001599488372086,161.02925280799352,165.3643820129499,0,0,0.6118766901027584,0,53.32840319307832,2.6662861090120247,-0.7350454562388663,0,38.26966693641967,0.3907167546495136,158.67473992957588,-6.17,36
15.920594382222218,169.6737909220297,165.1696338106395,0,0,0.5962666666666667,0,50.43548514020269,2.7465530441426336,-5.851389724451799,0,35.099870419476545,0.3907167559561568,148.6581290613676,-6.21,37
16.09896970135746,166.02925280799354,165.36923734416845,0,0,0.6023218197825597,0,53.0906414470691,2.71699740395128,-1.8214377278676108,0,38.07865119510247,0.3907167559561067,160.7131681353903,-6.24,38
15.73496957746478,159.6737909220297,165.1485866987788,0,0,0.605876259119663,0,51.54791586334257,2.642469455623229,-4.519583565730992,0,35.346402022217816,0.3907168966891217,144.51869493481814,-6.39,39
15.782650592592592,162.1737909220297,165.15406771749258,0,0,0.6010802469135803,0,50.52396137896644,2.660593710475092,-6.193092553646479,0,35.28441195027435,0.3907167546339055,145.53531384353417,-6.6,40
15.73496957746478,159.6737909220297,165.1485866987788,0,0,0.5964865877581607,0,52.02869030979284,2.6232200671852017,-3.860010802295121,0,35.346402022217816,0.3907167546307988,144.44669315765233,-6.68,41
15.73496957746478,159.6737909220297,165.1485866987788,0,0,0.6152659304811654,0,50.472331544292224,2.652229350937244,-0.6416803116137846,0,35.346402022217816,0.3907167546442166,144.58484712943795,-6.72,42
15.829458447488582,164.6737909220297,165.15939857131,0,0,0.6146660828589897,0,50.73246868059181,2.7133525006768915,3.2615871092102275,0,35.22262668822585,0.3907167546442166,146.6875207138825,-6.77,43
15.900454220095687,156.02925280799354,165.35924790673323,0,0,0.6027792404020055,0,54.78852803003875,2.598863395303613,0.3286083360514472,0,38.464512291293694,0.3907167559561067,156.499862412427,-7.02,44
16.001599488372086,161.02925280799352,165.3643820129499,0,0,0.6118766901027584,0,53.23746309744989,2.666734525675892,-0.2722034554310767,0,38.26966693641967,0.390716754646115,158.67484869143104,-7.06,45
15.686377980952376,157.1737909220297,165.14294907953044,0,0,0.5917460317460318,0,52.20319604527937,2.590905050573509,-1.2584559254797385,0,35.408538929161,0.3907167546461233,143.36042498459634,-7.35,46
16.55354557009345,160.08203921249356,165.24345912449712,0,0,0.6040702244737532,0,53.66474048359072,2.606008804453676,-2.3028047616477134,0,35.5847533028212,0.3907168967006031,145.4831854291579,-7.72,47
16.74939963302752,166.08203921249356,166.6709359838366,0,0,0.5892601632859187,0,50.86069962007505,3.618583495922208,1.2083863161712718,0,35.526277332716106,0.3907167559614536,141.17281293390604,-5.72,48
16.74939963302752,166.08203921249356,166.6709359838366,0,0,0.5984344752125242,0,50.35687960441582,3.643999350906239,5.095268917107556,0,35.5262773327161,0.3907167559614536,141.24391513268108,-5.66,49
16.701766623255807,163.58203921249356,166.68667155505986,0,0,0.594050838290968,0,50.52958664408397,3.594545594776092,4.056557650787137,0,35.60348497747972,0.3907167559614536,140.15200895596254,-5.64,50
16.701766623255807,163.58203921249356,166.68667155505986,0,0,0.5940508382909682,0,50.3874161913696,3.603296742468423,1.821288272511712,0,35.60348497747971,0.3907167559614536,140.17342681785948,-5.54,51
16.7961686877828,168.58203921249356,166.65562762269175,0,0,0.593640588849532,0,48.98823931000886,3.675136781163957,-5.052608333357587,0,35.450027208124325,0.3907167559197801,142.26259434011598,-5.68,52
15.829433971563976,160.6737909220297,166.61399733837385,1,0,0.6005705172839783,0,48.7997542721218,3.5784143572661584,0.2057847001510018,0,35.41842505500775,0.3907167559614536,138.09021489407604,-5.82,53
15.782649769230767,158.1737909220297,166.6294412416269,1,0,0.605676775147929,0,49.842389208619,3.574326625993746,5.866343240625004,0,35.496437762943785,0.3907167559614536,137.07069357558618,-5.6,54
16.749399633027522,166.08203921249356,166.6709359838366,1,0,0.6076087871391297,0,49.98608273084111,3.6317259703377576,1.255539790924226,0,35.526277332716106,0.3907167559614536,141.24038856812166,-5.85,55
14.862699223880592,152.76554263156584,166.5682247372084,1,0,0.6081532635330809,0,48.97929045614035,3.4632134333530744,4.3948684239833415,0,35.38187636533749,0.3427816284679131,133.93058279778026,-5.6,56
15.782649769230767,158.1737909220297,166.6294412416269,1,0,0.605676775147929,0,49.77379585394352,3.55309276759378,7.226761646609003,0,35.496437762943785,0.3907167559614536,137.0722724275855,-5.66,57
15.87534975700934,163.1737909220297,166.59898644175408,0,0,0.5955978688095029,0,48.02406589990902,3.636809730223544,-6.017125132397466,0,35.34137881928552,0.3907167559614721,139.13416771681213,-5.77,58
15.829433971563974,160.6737909220297,166.61399733837385,0,0,0.6005705172839783,0,49.351852307473976,3.590413506046871,3.224124534891926,0,35.41842505500775,0.3907167559614536,138.0919181128518,-5.89,59
15.829433971563974,160.6737909220297,166.61399733837385,0,0,0.6005705172839783,0,48.13171711502783,3.597084473769454,-1.1142185658580113,0,35.418425055007745,0.3907167559614536,138.11180182759702,-5.51,60
15.920433142857132,165.6737909220297,166.58439059296722,0,0,0.5999702690649621,0,48.18956218117229,3.6729568160883854,-2.3165436042788308,0,35.265308903947854,0.3907167559614536,140.2021105155435,-5.64,61
16.74939963302752,166.08203921249356,166.6709359838366,0,0,0.5892601632859187,0,50.455238708941614,3.665885409271436,1.1383589032872332,0,35.526277332716106,0.3907167559614536,141.19937123599752,-5.66,62
16.701766623255807,163.58203921249356,166.68667155505986,0,0,0.594050838290968,0,49.70996667063129,3.637869435171055,-0.9860677922050524,0,35.60348497747972,0.3907167559614536,140.17713316157523,-5.38,63
16.653232981132067,161.08203921249356,166.7028524726386,0,0,0.5895336418654326,0,50.06097972658467,3.585545192146516,1.3689618994103374,0,35.681640402367385,0.3907167559614536,139.1056639039785,-5.74,64
18.953895700934574,161.92971986804815,167.70773698208822,1,0,0.6051183509476808,2,49.93837397126249,3.6433807712034807,1.811733496591203,0,36.52443794624513,0.3907167559564597,141.26644034406354,-5.62,65
19.007236313364047,164.42971986804815,167.67781278481746,1,0,0.6001826328866614,2,49.43811448654222,3.676813427994569,-2.451244739847893,0,36.44030751925916,0.3907167559564597,142.28525320793364,-5.7,66
18.953895700934574,161.92971986804815,167.70773698208822,1,0,0.5957725565551576,2,50.37389455372331,3.616382469156548,1.9911940208174728,0,36.52443794624513,0.3907167559614536,141.19242891798604,-5.7,67
17.047404917475724,155.46000368550278,166.6552775714322,0,0,0.6189320388349514,1,50.94290218085108,3.527354845550572,-1.6895090872301677,0,39.72716303713828,0.4893224929567634,138.17296630471705,-5.85,68
22.73769890232557,161.09389710453047,168.8938586772134,0,0,0.6313466738777719,4,52.24951819363331,3.6450225902231095,-3.0426507128016653,0,37.87296210138062,0.3907167559564597,144.47939335022798,-5.96,69
16.287203610576913,157.55175539503892,166.5488728560146,1,0,0.61536150147929,1,51.06043574975938,3.554233093972333,-1.639905318984566,0,39.36967089191938,0.3907167559614536,138.15491392730567,-5.72,70
16.287203610576917,157.55175539503892,166.5488728560146,1,0,0.6153615014792899,1,50.67152019980695,3.559567037156076,4.011329597064109,0,39.36967089191937,0.3907167559564597,138.17473171595057,-5.85,71
16.236813151219508,155.05175539503892,166.56358972640265,1,0,0.6207257584770969,1,50.36363788212179,3.526115945033762,2.227938517786152,0,39.49618235731113,0.3907167559564689,137.13399145033662,-5.85,72
16.287203610576913,157.55175539503892,166.5488728560146,1,0,0.6153615014792899,1,50.76186106833493,3.554233093972333,-1.2647025659953304,0,39.36967089191938,0.3907167559614536,138.14363536095473,-5.64,73
16.236813151219508,155.05175539503892,166.56358972640265,1,0,0.6207257584770969,1,50.05890399803535,3.526115945033762,2.6042209631688777,0,39.49618235731113,0.3907167559564689,137.1227131726144,-5.92,74
16.287203610576913,157.55175539503892,166.5488728560146,1,0,0.6153615014792899,1,50.23150730702598,3.554233093972333,-1.9202344308443304,0,39.36967089191938,0.3907167559614536,138.1420831647518,-5.8,75
16.236813151219508,155.05175539503892,166.56358972640265,1,0,0.6207257584770969,1,49.51760973673868,3.526115945033762,1.948689098319878,0,39.49618235731113,0.3907167559564689,137.1211625819943,-5.96,76
19.210772243478257,174.92971986804815,167.38868856934508,0,0,0.6065028355387523,2,48.62900344270571,3.1031025648915294,-1.8221654102801064,0,36.090786356785735,0.3907167546430221,147.61965708739106,-5.7,77
19.059600651583704,167.42971986804815,167.4638433960809,0,0,0.6210356053315862,2,49.61595433551624,3.114420710693428,-7.446039855012685,0,36.32858426591402,0.3907167559614629,144.54826324413688,-5.62,78
19.110917428571423,169.92971986804815,167.4381207619303,0,0,0.6071428571428571,2,48.53876522028941,3.110913742327692,-10.636528433124116,0,36.24839614177415,0.3907167542839621,145.53823764202417,-5.46,79
16.37306946606334,168.56821811302962,167.15442619159447,0,0,0.6026903626051883,0,48.96659263946189,3.672449456093355,-2.9341352926029955,0,35.41432040113839,0.3907167542789859,142.32063490052255,-5.57,80
16.70176662325581,163.58203921249356,166.68667155505986,0,0,0.6033531638723634,0,49.594981773283145,3.6182929545683673,0.4827101190294174,0,35.60348497747971,0.3907167542839621,140.1947353268298,-5.89,81
16.70176662325581,163.58203921249356,166.6866715550599,0,0,0.5940508382909679,0,49.23549762488307,3.6216601148888303,-6.417811465496332,0,35.60348497747972,0.3907167559614721,140.16707114769656,-5.66,82
15.829433971563974,160.6737909220297,166.61399733837385,0,0,0.5816131713124143,0,49.05638026459511,3.584135456921119,-3.280529872903367,0,35.418425055007745,0.3907167572738911,138.0365788077233,-5.74,83
15.829433971563976,160.6737909220297,166.61399733837385,0,0,0.6005705172839783,0,47.888896230555545,3.602725903753269,-7.159336556990537,0,35.41842505500775,0.3907167542722791,138.13774108052888,-5.22,84
16.701766623255807,163.58203921249356,166.68667155505986,0,0,0.6033531638723634,0,49.51564101971832,3.627356601911604,-3.65832685479316,0,35.60348497747972,0.3907167559614721,140.19223005380243,-5.82,85
15.829433971563976,160.6737909220297,166.61399733837385,0,0,0.5910918442981963,0,48.75486087887322,3.5873288672502017,-2.620987758673371,0,35.418425055007745,0.3907167572738911,138.06244607865273,-5.48,86
16.65323298113207,161.08203921249356,166.7028524726386,0,0,0.5895336418654326,0,49.38941080849055,3.576450845835338,-3.005041219739782,0,35.681640402367385,0.4917525338134015,139.0934099374344,-5.92,87
18.120236779279274,168.36825197596664,166.6648052531983,0,0,0.601270189108027,1,50.19914565866208,3.7222242109502095,-2.708490034314618,0,39.33740951732814,0.391019004630759,144.39562919716866,-5.92,88
17.668567715555554,171.4902875029574,166.72433178024835,0,0,0.6053135802469136,0,48.99621910696094,3.746208248559856,-4.071619329638253,0,35.627386062498765,0.3907167542740036,144.42546265634255,-5.55,89
17.668567715555554,171.4902875029574,166.72433178024835,0,0,0.6053135802469135,0,48.95252791426145,3.7507561538944527,-4.942403005638253,0,35.627386062498765,0.3907167542740036,144.42546265634255,-5.48,90
17.668567715555554,171.4902875029574,166.72433178024835,0,0,0.6053135802469135,0,50.4781028896797,3.7045362823223744,2.0850244473540207,0,35.627386062498765,0.3907167559614536,144.38918059324823,-5.89,91
17.66856771555555,171.4902875029574,166.72433178024835,0,0,0.6053135802469136,0,50.39684996708184,3.7123883345774034,1.2142407713540202,0,35.627386062498765,0.3907167559614536,144.38918059324823,-5.89,92
16.323060396551718,177.62100451752966,166.63053219893158,1,0,0.5943631093935791,0,48.426006683347005,3.8283589473690194,-3.908595770564905,0,35.03560587869724,0.3488230553290503,146.4528772497968,-6.0,93
16.7961686877828,168.58203921249356,166.65562762269175,1,0,0.584590815093876,0,49.63468049379431,3.70120213612134,-1.8061861446425376,0,35.450027208124325,0.3907167559614536,142.21820969733216,-5.96,94
16.7961686877828,168.58203921249356,166.65562762269175,1,0,0.5755410413382198,0,49.150598393617024,3.6868078933720505,-1.087024124604092,0,35.45002720812432,0.3907167542789859,142.18934220657985,-5.96,95
15.87534975700934,163.1737909220297,166.59898644175408,1,0,0.595597868809503,0,48.198996901268096,3.646174831128449,2.382422465593549,0,35.34137881928553,0.3963765564945587,139.15794352328174,-5.89,96
15.96471818181818,168.1737909220297,166.57019281278355,1,0,0.5860330578512397,0,47.543096183159705,3.704506604227701,-5.164512939370891,0,35.190221933553715,0.3963765564945587,141.19614273222092,-5.39,97
17.06798985022026,173.02925280799352,166.7421825360248,0,0,0.5847580973820565,0,48.151301469033854,3.1733425426145825,-10.26774984749962,0,35.42947957880028,0.3907167542789516,145.46812011412365,-5.64,98
17.113931495652167,175.52925280799352,166.7265438948527,0,0,0.580359168241966,0,48.008098402936376,3.186367179345581,-7.928370688203304,0,35.35696193279774,0.3907167542789859,146.48463868450173,-5.92,99
19.22659743636364,166.3769334635481,167.76835202377106,0,0,0.6136157024793388,2,50.2150751277745,3.083167176002412,-5.609519259113771,0,36.470663611668606,0.390716757273891,144.4761709823341,-5.3,100
15.829433971563974,160.6737909220297,166.61399733837385,0,0,0.6005705172839783,0,48.720345130311614,3.588510340286189,1.5788991600104063,0,35.418425055007745,0.3904264714378995,138.12546255019873,-5.6,101
18.89948788625592,159.42971986804815,167.73851210439994,0,0,0.6196626311178993,2,48.91275871315605,3.622665284677748,-3.294702856783565,0,36.609531314078495,0.3907167559564597,140.282924103838,-5.35,102
19.00694839436619,162.42971986804815,168.44557722979053,0,0,0.624920099627499,2,47.23738424820813,4.504948311011486,-1.813068880932022,0,36.55258378881085,0.3907167559564689,138.14630699986728,-5.35,103
19.699294867924525,159.837968158512,167.82206292373058,0,0,0.6179245283018868,2,49.61612477158992,3.6031371232033487,-1.6487131691171275,0,36.85193620241191,0.4348443968638998,141.26050098216027,-5.66,104
19.698278076923067,157.837968158512,168.61105728591775,0,0,0.6246301775147928,2,48.09910040936092,4.40371397382414,-1.208736080366993,0,36.99527074217285,0.4348443968638998,137.07302030174105,-5.3,105
16.7961686877828,168.58203921249356,166.65562762269175,0,0,0.593640588849532,0,48.03143629948365,3.70541538051667,-9.974203301698497,0,35.450027208124325,0.391019004630759,142.27406651918974,-5.28,106
16.749399633027522,166.08203921249356,166.6709359838366,0,0,0.5984344752125242,0,49.03130671326803,3.6788764005844814,0.1070329371915599,0,35.526277332716106,0.391019004630759,141.25526137524275,-5.43,107
16.74939963302752,166.08203921249356,166.6709359838366,0,0,0.5892601632859187,0,47.921663725217385,3.683602768794222,-9.746356130960852,0,35.526277332716106,0.3939803239244093,141.21901954896634,-5.33,108
16.70176662325581,163.58203921249356,166.68667155505986,0,0,0.5940508382909679,0,48.92848041674168,3.656131993337788,0.35088874737103,0,35.60348497747972,0.3939803239244093,140.1999935652034,-5.66,109
13.967329560975603,124.37111544056592,167.42356502880435,0,0,0.6279000594883998,0,52.46464849066665,3.995653149407796,6.08789427017152,0,36.222902395002976,0.3907167559614536,115.91861678324008,-7.42,110
16.70176662325581,163.58203921249356,166.68667155505986,0,0,0.621957815035154,0,50.37067851660515,3.64359013604653,0.4088999355483187,0,35.60348497747972,0.3907167559614536,140.30735243555492,-5.24,111
15.734959024390236,155.6737909220297,166.6453371615604,0,0,0.6011659726353361,0,47.30276159941521,3.4718970587648035,-4.113633384960461,0,35.57540342448543,0.3907167559561568,136.00033454688702,-6.51,112
16.796168687782803,168.58203921249356,166.65562762269175,0,0,0.6207899101165004,0,49.45563284942425,3.717064201589768,3.265646478506538,0,35.45002720812432,0.3907167546442166,142.41316730887732,-5.28,113
14.49624228571428,143.31832903606588,166.4940323853923,0,0,0.6203633716861231,0,48.54921504933196,3.503085564480666,-0.710526785521982,0,35.57232189961088,0.3907167546307905,128.76890244659702,-5.8,114
16.825518647887318,161.02925280799354,166.63906803321655,0,0,0.6161475897639357,0,46.987137565176894,2.9352124170619525,-9.818509433322928,0,35.77721258683241,0.3907167546410718,154.9902737766542,-7.27,115
16.87581462325581,163.02925280799352,166.809101372668,0,0,0.6127420227149811,0,47.18824020934579,3.473580149471834,-3.881372814786237,0,35.728237132720395,0.3907167559664299,141.31150250869032,-7.07,116
16.74939963302752,166.08203921249356,166.6709359838366,0,0,0.6167830990657353,0,49.68836166968325,3.680459541969983,2.029313050538133,0,35.526277332716106,0.3907167546445196,141.32486804834136,-5.89,117
15.782649769230767,158.1737909220297,166.6294412416269,0,0,0.6152921597633136,0,47.63252841620112,3.592283008136348,-1.8617449674479944,0,35.496437762943785,0.3907167546442166,137.1581484118066,-6.24,118
14.24019682352941,128.8183290360659,167.51203762227448,0,0,0.6263321799307958,0,46.31342758745473,4.011786764443298,-8.21648697693079,0,36.16491793733564,0.3907167546544898,119.16920581422887,-7.19,119
14.447399849462355,140.81832903606588,166.50936806828307,0,0,0.6155913978494624,0,48.97685326208378,3.486186633734093,0.0619939218887267,0,35.657566500317955,0.3907167546544898,127.6851906611552,-6.89,120
13.912635975757569,123.87111544056592,166.4728025996692,0,0,0.6255280073461891,0,52.64745519291338,3.278176867567176,4.434028623193657,0,36.155377479008266,0.3907167546544898,119.16848920203964,-7.16,121
14.175352727272722,134.37111544056592,167.29535968907902,0,0,0.6244834710743801,0,49.13688483445945,4.241570624751944,2.4840438331179984,0,35.803712989669414,0.3907167559614619,120.22843901408412,-6.8,122
16.796168687782803,168.58203921249356,166.65562762269175,0,0,0.6207899101165004,0,49.45563284942425,3.717064201589768,3.265646478506538,0,35.45002720812432,0.3907167546442166,142.41316730887732,-5.7,123
15.734959024390236,155.6737909220297,166.6453371615604,0,0,0.6109220701963117,0,48.03780025287356,3.5390886465820035,-2.838604478829618,0,35.57540342448544,0.3907167559564597,136.06316982823324,-5.4,124
14.346583978260863,137.8183290360659,165.67750306947642,0,0,0.586218100189036,0,54.16258873665894,2.827325847336254,0.0274323902503757,0,35.67657909756025,0.390716896703716,129.59780266448533,-7.34,125
16.77417488995215,158.02925280799354,166.84544246338103,0,0,0.6136306403241686,0,49.97436302941176,3.430439003893255,3.3834291567863723,0,35.882635466175216,0.3907167546442249,139.196506261955,-7.62,126
14.397378547486028,136.31832903606588,167.41304679442544,0,0,0.607159576792235,0,45.84644192840909,4.076925968085421,-5.878809620038945,0,35.863780395181166,0.3907167559664382,122.25340014338168,-7.19,127
15.313788399999993,143.72657732652976,166.59380740337707,0,0,0.6078947368421053,0,52.61502820689651,3.4328315771580824,4.351266268246207,0,35.85745337454292,0.3907168980151094,129.64055331788722,-7.08,128
13.25749576878612,130.96286715010206,166.3147405986035,0,0,0.6083731497878312,0,48.73437590705485,3.4382738166393843,-5.422900046198866,0,35.567206530522235,0.390716754654498,121.2649150475824,-5.39,129
13.25749576878612,130.96286715010206,166.3147405986035,0,0,0.6083731497878312,0,50.294214258285706,3.429737813449889,-0.8293647812206734,0,35.567206530522235,0.3907167546526185,121.2649150475824,-6.24,130
16.825490169811314,160.52925280799352,166.82701478766572,0,0,0.6179022783908864,0,47.99403070018795,3.5138654072354587,-2.266439504192105,0,35.80503401145871,0.3907167559561568,140.27970193046693,-6.55,131
16.875814623255813,163.02925280799354,166.809101372668,0,0,0.6220443482963766,0,47.17536791195551,3.532393537600417,-6.89916646820763,0,35.728237132720395,0.3907167559664299,141.3484215233661,-6.74,132
15.364519238095232,144.22657732652976,167.4194478434928,0,0,0.6303854875283446,0,48.81335630335862,4.292925944153021,1.0365478424261454,0,35.87782892959324,0.3907167546495136,126.6069994089715,-6.92,133
14.496242285714285,143.3183290360659,166.4940323853923,0,0,0.6097813611041125,0,47.883761574688805,3.439543914890113,0.149990917042269,0,35.57232189961088,0.3907167546442166,128.7005948085384,-6.26,134
14.240196823529407,128.8183290360659,167.51203762227448,0,0,0.6263321799307958,0,49.89426931281404,4.010267042748383,0.0339788631942251,0,36.16491793733564,0.3907167559614536,119.16892125039216,-7.24,135
15.364519238095232,144.22657732652976,167.41944784349283,0,0,0.6303854875283446,0,50.93229764673916,4.331785510622397,4.585928066245081,0,35.87782892959323,0.3907167546360874,126.6068690852472,-5.92,136
14.590878071794863,148.3183290360659,166.46477662110843,0,0,0.6089151873767258,0,48.22200040612648,3.576764920594285,0.0882167054264461,0,35.40489631942144,0.3907167546307905,130.81841645157226,-5.96,137
15.686321346534648,153.1737909220297,166.66170523753163,0,0,0.6163121262621312,0,48.04356836805553,3.498168938890729,-3.097826122095655,0,35.65530434486816,0.3907168966944183,135.02187485727592,-7.2,138
13.106584780487802,123.46286715010208,166.35708014111538,0,0,0.6157049375371803,0,51.370509090680095,3.302460615064776,4.242348328485512,0,35.84388563548483,0.3907167546495219,118.10397983894194,-7.46,139
